title,category,tags,description,image,duration_txt,duration_sec,first_broadcast,synopsis_small,synopsis_medium,synopsis_large
Love and Death in City Hall,Documentaries,"BBC, iPlayer, TV, Love and Death in City Hall","The ins and outs of Belfast City Halls registry of births, marriages and deaths.",https://ichef.bbci.co.uk/images/ic/1200x675/p01j3p43.jpg,58 mins,3469,18 Mar 2013,"The ins and outs of Belfast City Hall's registry of births, marriages and deaths.","Heartwarming and heartbreaking documentary which records the ins and outs of Belfast City Hall's registry of births, marriages and deaths.","A heartwarming and heartbreaking tale about how Belfast people experience the biggest things in life - birth, marriage and death. Located largely within the majestic surrounds of the register office of Belfast City Hall."
imagine... - 2022: Labi Siffre: This Is My Song,Documentaries,"BBC, iPlayer, TV, imagine..., 2022: Labi Siffre: This Is My Song",Alan Yentob presents a film exploring the life and work of Labi Siffre.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bmxv6t.jpg,66 mins,3949,14 Feb 2022,Alan Yentob presents a film exploring the life and work of Labi Siffre.,Alan Yentob presents a film exploring the life and work of the Ivor Novello Award-winning black British singer-songwriter Labi Siffre.,"Alan Yentob presents a film exploring the life and work of the Ivor Novello Award-winning black British singer-songwriter Labi Siffre. An enigmatic and reclusive talent, Siffre wrote the song It Must Be Love, later covered by Madness, alongside songs of defiance like the classic anti-apartheid anthem (Something Inside) So Strong. In a highly unusual and uncompromising creative life, Siffre has produced nine albums to date – a somewhat overlooked back catalogue whose range and quality is nothing short of extraordinary. His hugely impressive body of work has in recent years also proved rich territory for an array of hip-hop heavyweights with Dr Dre and Eminem, Jay Z and Kanye West all discovering and sampling his music, bringing it to an entirely new generation of listeners around the world. Now in his seventies, in the first major documentary film Siffre has ever agreed to, he welcomes Alan Yentob into his home in Spain and opens up about his personal life as a gay man, his music and his broader artistic philosophy in a thought-provoking and moving encounter. After almost two decades away from music and performance, and after much personal tragedy, he is now writing once again. For the very first time on television he performs intimate versions of two new songs in his home studio, alongside new performances of It Must Be Love, My Song and (Something Inside) So Strong, with wonderful archive from across the decades including Crying, Laughing, Lying, Loving and I Got The..."
Return to Real Kashmir FC,Documentaries,"BBC, iPlayer, TV, Return to Real Kashmir FC",Ex-player Davie Robertson returns to India in a sequel to the award-winning documentary.,https://ichef.bbci.co.uk/images/ic/1200x675/p08c9q5r.jpg,58 mins,3480,10pm 12 May 2020,Ex-player Davie Robertson returns to India in a sequel to the award-winning documentary.,Documentary in which former Aberdeen and Rangers star Davie Robertson returns to India to manage Real Kashmir FC. It's football in the danger zone - can he make it work?,"Follow-up programme to the 2019 Bafta Scotland-winning Real Kashmir FC which sees former Aberdeen and Rangers star Davie Robertson return to India to manage Real Kashmir FC.Davie hoped many of the problems of last year would be solved, but on the very same day that he arrives the team are thrown into a political firestorm as Kashmir’s devolved status is abolished, with the state being brought under the direct control of India. Landing in Kolkata for the prestigious Durand Cup, he must deal with players who are unable to leave Kashmir to join him, and the players that are there can't call home as the phone lines to Kashmir have been cut.In a bizarre twist of fate, the team are drawn against the Indian army team and Davie struggles to control his fiery temper. At the end of the game, there are tears from the Kashmiri players.Joining Davie this year is Kallum Higginbotham, a veteran player of the English Championship and SPL. Kallum is a passionate player and he explodes during training, prompting a rebuke from Davie - this is not how you handle things in India. Organizing and motivating a diverse team drawn from India, Africa and Europe to play top-flight football is no easy task.Return to Real Kashmir FC his is not just a footballing story, it is also a story of hopes, dreams, and family. Davie’s long-suffering but fiery wife Kym eyerolls at his decision to return to Kashmir and she takes some pleasure in hearing of Davie's suffering up the highest road in the world. Davie has sacrificed a lot for his dream, and upon his arrival to a conflict-riven Srinagar, still reeling from Kashmir’s annexation to India, Davie wonders if it's all worth it."
Time for School - Songs: Get Ready,Documentaries,"BBC, iPlayer, TV, Time for School, Songs: Get Ready",Rock out to this catchy song all about getting ready for school.,https://ichef.bbci.co.uk/images/ic/1200x675/p07jt4fb.jpg,2 mins,133,7 Aug 2019,Rock out to this catchy song all about getting ready for school.,Rock out to this catchy song all about getting ready for school.,"Get ready to dance and sing along with Rebecca and the Time for School children. From making friends to eating lunch, join a musical journey through starting school. A perfect playlist to help prepare children for school!  Rock out to this catchy song all about getting ready for school."
Panorama - Brexit: Six Months On,Documentaries,"BBC, iPlayer, TV, Panorama, Brexit: Six Months On",Panorama follows British businesses as they face a new trading relationship with Europe.,https://ichef.bbci.co.uk/images/ic/1200x675/p09nflvg.jpg,29 mins,1749,7:35pm 5 Jul 2021,Panorama follows British businesses as they face a new trading relationship with Europe.,Panorama follows companies on the Brexit frontline as they navigate their way through Britain’s new trading relationship with Europe.,"When the UK left the EU single market six months ago, Boris Johnson said there would be some bumps along the road to success. Panorama has been following British businesses as they try to negotiate those bumps and navigate their way through our new trading relationship with Europe. From fishermen in Scotland to entrepreneurs in the home counties, business owners are working hard to hold on to their European customers while seeking new markets further afield. So who will survive and who will thrive now Britain is out of the EU?"
Mission: Joy – With Archbishop Desmond Tutu and the Dalai Lama,Documentaries,"BBC, iPlayer, TV, Mission: Joy – With Archbishop Desmond Tutu and the Dalai Lama",A feel-good film that follows the 2015 meeting between the Dalai Lama and Archbishop Tutu.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bp1943.jpg,80 mins,4799,10pm 23 Feb 2022,A feel-good film that follows the 2015 meeting between the Dalai Lama and Archbishop Tutu.,A feel-good film that follows the meeting between the Dalai Lama and Archbishop Tutu in 2015 during which they show how it is possible find joy despite life's challenges.,"Deeply moving and laugh-out-loud funny, Mission: Joy gives unprecedented access to the friendship between His Holiness the Dalai Lama and the late Archbishop Tutu. The self-described ‘mischievous brothers’ were filmed over five days by an award-winning team who captured a relationship built on truth, honesty and, most importantly, joy.The film goes behind the scenes at the Dalai Lama’s residence in Dharamsala, where Archbishop Tutu and the Dalai Lama recount stories from their lives, both having lived through periods of incredible difficulty.With genuine affection, mutual respect and a healthy dose of teasing, the two friends impart lessons gleaned from experience, ancient traditions and cutting-edge science to show that it is possible to live with joy in the face of all of life’s challenges, from the extraordinary to the mundane. Mission: Joy is an antidote for our times."
Panorama - Maternity Scandal: Fighting for the Truth,Documentaries,"BBC, iPlayer, TV, Panorama, Maternity Scandal: Fighting for the Truth",Michael Buchanan investigates how campaigning parents uncovered a hospital scandal.,https://ichef.bbci.co.uk/images/ic/1200x675/p0bpfjf9.jpg,58 mins,3485,9pm 23 Feb 2022,Michael Buchanan investigates how campaigning parents uncovered a hospital scandal.,Michael Buchanan investigates why it took campaigning parents to find out the truth behind a hospital scandal,"It’s one of the biggest scandals in the history of the NHS - many babies died whilst others were left with life-changing injuries following repeated failures in maternity care at hospitals in Shropshire. Reporting for Panorama, the BBC's Michael Buchanan who first investigated the extent of this hidden tragedy, meets families who have never spoken out before and former insiders who describe a dysfunctional culture that contributed to the truth being buried for so long. The programme also hears from the former midwife who is leading an official inquiry into what went wrong, ahead of her full findings being published next month."
Car Crash: Who's Lying?,Documentaries,"BBC, iPlayer, TV, Car Crash: Whos Lying?",A young man is killed in a crash. Two friends claim the other was the driver. Whos lying?,https://ichef.bbci.co.uk/images/ic/1200x675/p07jlbx6.jpg,51 mins,3052,15 Nov 2018,A young man is killed in a crash. Two friends claim the other was the driver. Who's lying?,"Documentary exploring the aftermath of a car crash. As stories change and conflicting testimonies emerge, police must unpick the mystery of what really went on.","A young man is killed in a devastating crash. At first it looks like yet another tragic accident, but as the police investigation gets under way, a dark mystery emerges. Who was the driver? Who were the victims? Who's lying?This documentary is a compelling single narrative documentary that tells the story of an unlikely group of friends in a close-knit community in Hampshire, who find themselves at the centre of an intense police investigation.With access to never-before-seen police bodycam footage of the crash site, viewers are taken directly into the heart of the aftermath of a catastrophic collision between a car and a tree on a dark country road. The immediate impact of the crash leaves a young man stumbling, dazed but unharmed, from the car. Telling the on-duty sergeant he was the driver, he is clearly shocked and expresses obvious concern for his friends still in the car, before asking for a hug.As more details emerge and the young man, Dannylee, comes under police scrutiny, it's clear the events of that night have changed their friendship group forever. 'We trusted Danny, we never thought he could do anything like that.'Emotional interviews from the family members and friends of the gravely injured teens highlight what they believe happened that night, but the only ones who know the true story are those who were in the in car. As their stories change, conflicting testimonies emerge and rumours spreadamongst the community, it's down to the police to unpick the mystery of what really went on that night.With the critical hard evidence and real truths finally eked out, almost a year to the day after the crash, the truth emerges."
Horizon - 1965-1966: Man In Space,Documentaries,"BBC, iPlayer, TV, Horizon, 1965-1966: Man In Space","Horizon reports from the spacecraft centre in Houston, Texas. (1966)",https://ichef.bbci.co.uk/images/ic/1200x675/p01z6rmq.jpg,39 mins,2360,8 May 1966,"Horizon reports from the spacecraft centre in Houston, Texas. (1966)","First transmitted in 1966, Horizon reports from the spacecraft centre in Houston, Texas.","First transmitted in 1966, Horizon reports from the spacecraft centre in Houston, Texas, about the experiences of the astronaut how he reacts to being in space and the stresses of launching and re-entry."
The Duke: In His Own Words,Documentaries,"BBC, iPlayer, TV, The Duke: In His Own Words",The Duke of Edinburgh remembers the place that mattered to him most - Windsor.,https://ichef.bbci.co.uk/images/ic/1200x675/p09d6mvs.jpg,58 mins,3458,9 Apr 2021,The Duke of Edinburgh remembers the place that mattered to him most - Windsor.,"Reflecting on the remarkable life of the Duke of Edinburgh, this programme remembers him in the place that mattered to him most - Windsor.","Reflecting on the remarkable life of the Duke of Edinburgh, this programme remembers him in the place that mattered to him most - Windsor. Over the course of filming for a year at the castle, we had the perfect guide - Prince Philip himself. And what started as a personal tour turned into something much more revealing and unexpected – a journey through the life of a very modern man, a pioneer and innovator who was at the heart of the British Monarchy, and the Queen's side, for over seventy years. In his role of Ranger he shows us around the Windsor estate, and describes what it was like when he first arrived in 1952: how he transformed the castle inside and out how he handled the old guard his biggest bug-bear, the tree-huggers his successes and (very messy) failures as an ecopioneer how he turned Windsor into a home fit for a young and growing family what is was like following in the footsteps of his predecessor and ancestor Prince Albert he tells us about his love of polo and the real reason he built a polo club on the grounds, and how he wrote the rules for carriage-driving- the sport he never gave up. And he even touches on his own place in history, and his firm belief that it is for others to decide his legacy… There is relaxed banter with the film crew, funny off-camera exchanges (which we include), but there are also serious and at times some very poignant and reflective moments. And all this at the place he calls home-which of course will be his final resting place too. This is the real Duke, in his own words, a unique and enduring portrait which reveals the side of a man rarely seen."
The Black American Fight for Freedom,Documentaries,"BBC, iPlayer, TV, The Black American Fight for Freedom",Revealing the moments where America had the chance to become more equal but failed.,https://ichef.bbci.co.uk/images/ic/1200x675/p09j4v3w.jpg,59 mins,3527,9pm 26 May 2021,Revealing the moments where America had the chance to become more equal but failed.,"Fifty years on from the promise of equality and the Civil Rights Act, this documentary reveals the moments where America had the chance to become more equal and why that didn’t happen.","In America, if you're black, you're five times more likely to go to prison than if you’re white. And the typical white family has eight times the wealth of the typical black family.Fifty years on from the promise of equality and the Civil Rights Act, this documentary reveals the moments where America had the chance to become more equal and why that didn’t happen.Through compelling interviews with those who were at the forefront of the struggle for a fair system in education, housing and criminal justice, the film reveals the key court cases, Supreme Court rulings and laws that failed to bridge the gap.It gives us the shocking context to the anger felt by the millions of people who took to the streets during the Black Lives Matter protests. The movement was not just calling for an end to police brutality but also asking for something that had been pledged 50 years ago: racial equality."
1Xtra - Made In Britain: Grime,Entertainment,"BBC, iPlayer, TV, 1Xtra, Made In Britain: Grime",Leading figures give the inside track on the UKG scene that exploded in 1990s Britain,https://ichef.bbci.co.uk/images/ic/1200x675/p09vn3ck.jpg,17 mins,995,1 Sep 2021,Leading figures give the inside track on the UKG scene that exploded in 1990s Britain,How is it that Britain has been such a game changer when it comes to creating original music genres that then go on to have such a huge impact on the world?,"How is it that Britain, one little island in the middle of nowhere, has been such a game changer when it comes to creating original music genres that give birth to entire new underground cultures which then go on to have such a huge impact on the world?  London – the crowning example of the uniquely British inner city mash up of race, class and culture – has been the crucible for a series of original and unique music genres and pop culture lifestyles that have set the world alight. The recipe has been further enriched by contributions from other key urban centres – cities like Bristol and Birmingham, Manchester and Leeds. Inspired by the bass heavy rhythms of Jamaican sound systems, fused with the culture, fashion, slang and attitude of the Caribbean, West Africa, Asia and America, fueled by a never-ending soundtrack of pirate radio, and led by successive generations of entrepreneurs, hustlers and maverick visionaries, the whole world has moved to the beats of underground music and club culture made right here, in Britain.  This is the story of Jungle, UKG and Grime – three massive underground music scene that were all ‘Made in Britain.’ These more recent genres exploded from the streets, pirate radio stations and council estates of London and the UK’s inner cities over a period of just a few years in the 1990s. All three gave birth to their own unique sounds, creating a generation of stars, fashions, club scenes and fortunes and all three never quite vanished. Their beats, flows and attitude can still be heard in tunes being made today.  Each episode gives the inside track one of the genres, as told by some of the leading figures who created these underground movements in the first place, in conversation with Ron Samuels, himself a leading light of the original 90s Jungle scene as DJ Ron, and now a documentary director."
Playground Insults - Will Smith & Margot Robbie,Entertainment,"BBC, iPlayer, TV, Playground Insults, Will Smith & Margot Robbie",The stars of Suicide Squad hurl childish insults at each other. Who will be victorious?,https://ichef.bbci.co.uk/images/ic/1200x675/p0447lbx.jpg,4 mins,237,11 Aug 2016,The stars of Suicide Squad hurl childish insults at each other. Who will be victorious?,The stars of Suicide Squad take to the hot seats to hurl childish insults at each other. Who will be victorious? Luckily Scott Mills and Chris Stark are on hand to judge.,No data found
